frameNo	startTime	endTime	dialogue
1230	00:56:47,820	00:56:50,584	$...till he finds his son.$I sure hope he makes it.
1231	00:56:50,622	00:56:53,614	$That's one dedicated father,$if you ask me.
1232	00:56:59,231	00:57:01,165	$Mine! Mine!$Mine! Mine! Mine!
1233	00:57:01,200	00:57:06,502	$Mine! Mine! Mine!$Mine! Mine! Mine!
1234	00:57:06,538	00:57:08,233	$Mine! Mine! Mine!$Mine! Mine! Mine!
1235	00:57:08,273	00:57:11,674	$Would you just shut up?!
1236	00:57:11,710	00:57:13,177	$You're rats with wings!
1237	00:57:13,212	00:57:14,702	$Bloke's been looking$for his boy Nemo.
1238	00:57:14,746	00:57:17,078	$- Nemo?!$- He was taken off the reef...
1239	00:57:17,116	00:57:20,142	$- Take it! You happy?$- Mine! Mine! Mine!
1240	00:57:20,185	00:57:22,983	$Hey, say that again!$Something about Nemo.
1241	00:57:23,021	00:57:24,181	$Mine! Mine! Mine!
1242	00:57:24,223	00:57:25,713	$Whoooa...
1243	00:57:25,757	00:57:26,917	$Hyah!
1244	00:57:26,959	00:57:28,517	$Mine?
1245	00:57:28,560	00:57:30,790	$Last I heard, he's heading$towards the harbor.
1246	00:57:30,829	00:57:33,263	$Ho ho! Brilliant!
1247	00:57:46,145	00:57:47,646	$Is he doing OK?
1248	00:57:47,646	00:57:48,169	$Is he doing OK?
1249	00:57:48,213	00:57:51,410	$Whatever you do,$Don't mention D-a-r...
1250	00:57:51,450	00:57:54,317	$It's OK. I know who$you're talking about.
1251	00:58:02,327	00:58:03,658	$Gill?
1252	00:58:06,131	00:58:07,860	$Gill?
1253	00:58:07,900	00:58:10,562	$Hey, Sharkbait.
1254	00:58:10,602	00:58:12,832	$I'm sorry I couldn't stop the...
1255	00:58:12,871	00:58:15,032	$<i>No, I'm the one</i>$<i>who should be sorry.</i>
1256	00:58:15,073	00:58:17,701	$I was so ready$to get out...
1257	00:58:17,743	00:58:20,507	$so ready to taste that ocean...
1258	00:58:20,546	00:58:23,982	$<i>I was willing to put you</i>$<i>in harm's way to get there.</i>
1259	00:58:24,016	00:58:27,975	$Nothing should be worth that.
1260	00:58:28,020	00:58:31,251	$I'm sorry I couldn't get you$back to your father, kid.
1261	00:58:34,960	00:58:37,861	$All right.$Hey, hey, hey...
1262	00:58:37,896	00:58:39,523	$- What the...$- Aaah!
1263	00:58:39,565	00:58:43,296	$That's one way to pull a tooth.
1264	00:58:43,335	00:58:45,428	$Huh. Darn kids.
1265	00:58:45,470	00:58:48,462	$Good thing I pulled the$right one, eh, Prime Minister?
1266	00:58:48,507	00:58:50,065	$Hey, psst!
1267	00:58:50,108	00:58:52,099	$Oh, Nigel!$You just missed an extraction.
1268	00:58:52,144	00:58:54,772	$Has he loosened$the periodontal ligament yet?
1269	00:58:54,813	00:58:56,872	$What am I talking about?$Where's Nemo?
1270	00:58:56,982	00:58:59,246	$- I've got to speak with him.$- What is it?
1271	00:58:59,284	00:59:01,377	$Your dad's been fighting$the entire ocean...
1272	00:59:01,420	00:59:04,048	$- Iooking for you.$- My father? Really?
1273	00:59:04,089	00:59:08,219	$He's traveled hundreds of miles,$battling sharks and jellyfish...
1274	00:59:08,260	00:59:10,751	$Sharks? That can't be him.
1275	00:59:10,796	00:59:13,390	$What was his name?$Some sort of sport fish.
1276	00:59:13,432	00:59:15,593	$- Tuna? Trout?$- Marlin?
1277	00:59:15,634	00:59:17,465	$Marlin! The little clownfish$from the reef.
1278	00:59:17,502	00:59:20,096	$It's my dad!$He took on a shark!
1279	00:59:20,138	00:59:22,470	$I heard he took on three.
1280	00:59:22,507	00:59:25,340	$- Three sharks?$- That's 4,800 teeth!
1281	00:59:25,377	00:59:27,470	$After you were taken$by Diver Dan over there...
1282	00:59:27,512	00:59:29,742	$your dad followed the boat$like a maniac.
1283	00:59:29,781	00:59:31,146	$Really?
1284	00:59:31,183	00:59:32,980	$He's swimming,$giving it all he's got...
1285	00:59:33,018	00:59:35,077	$and then three gigantic$sharks capture him...
1286	00:59:35,120	00:59:37,384	$and he blows them up$and dives thousands of feet...
1287	00:59:37,422	00:59:40,255	$and gets chased by a monster$with huge teeth!
1288	00:59:40,292	00:59:42,920	$He ties this demon to a rock,$and what's his reward?
1289	00:59:42,961	00:59:45,327	$He gets to battle$an entire jellyfish forest!
1290	00:59:45,364	00:59:48,561	$Now he's with a bunch of$sea turtles on the E.A. C...
1291	00:59:48,600	00:59:52,092	$and the word is he's headed$this way right now... to Sydney!
1292	00:59:52,137	00:59:53,502	$- Wow!$- What a good daddy!
1293	00:59:53,538	00:59:56,098	$He was looking for you$after all, Sharkbait.
1294	00:59:59,611	01:00:01,238	$<i>He's swimming to the filter!</i>
1295	01:00:01,280	01:00:02,770	$- Sharkbait!$- Not again!
1296	01:00:04,316	01:00:07,251	$Sharkbait!
1297	01:00:07,286	01:00:08,651	$No!
1298	01:00:08,687	01:00:09,881	$You got your whole life$ahead of you!
1299	01:00:09,921	01:00:12,321	$- We'll help you, kid!$- Get him out!
1300	01:00:16,628	01:00:18,289	$Get him out of there!
1301	01:00:18,330	01:00:19,957	$Come on, kid!$Grab the end!
1302	01:00:19,998	01:00:22,592	$Sharkbait!
1303	01:00:22,634	01:00:24,659	$- No!$- Can you hear me?
1304	01:00:24,703	01:00:26,193	$Nemo! Can you hear me?
1305	01:00:26,238	01:00:28,263	$Yeah, I can hear you.
1306	01:00:28,307	01:00:30,241	$Sharkbait, you did it!
1307	01:00:30,275	01:00:34,075	$Sharkbait, you're...$covered with germs! Aah!
1308	01:00:34,112	01:00:36,181	$Ha ha!$That took guts, kid.
1309	01:00:36,181	01:00:38,672	$All right, gang,$we have less than 48 hours...
1310	01:00:38,717	01:00:40,014	$before Darla gets here.
1311	01:00:40,052	01:00:41,747	$This tank'll get$plenty dirty in that time...
1312	01:00:41,787	01:00:44,620	$but we have to help it along$any way we can.
1313	01:00:44,656	01:00:46,920	$- Jacques? No cleaning.$- I shall resist.
1314	01:00:46,958	01:00:49,620	$<i>Everybody else,</i>$<i>be as gross as possible.</i>
1315	01:00:49,661	01:00:50,889	$<i>Think dirty thoughts.</i>
1316	01:00:50,929	01:00:53,124	$<i>We're gonna make</i>$<i>this tank so filthy...</i>
1317	01:00:53,165	01:00:55,690	$<i>the dentist</i>$<i>will have to clean it.</i>
1318	01:00:55,734	01:00:57,827	$- Good work!$- Ha ha ha!
1319	01:01:04,376	01:01:06,901	$All right, we're here, dudes!
1320	01:01:06,945	01:01:10,142	$Get ready!$Your exit's coming up, man!
1321	01:01:10,182	01:01:11,672	$Where? I don't see it!
1322	01:01:11,717	01:01:14,151	$Right there!$I see it! I see it!
1323	01:01:14,186	01:01:17,314	$The swirling vortex of terror?
1324	01:01:17,356	01:01:19,654	$- That's it, dude.$- Of course it is.
1325	01:01:19,691	01:01:23,718	$OK, first,$find your exit buddy.
1326	01:01:23,762	01:01:26,253	$Do you have your exit buddy?
1327	01:01:26,298	01:01:27,526	$Yes!
1328	01:01:27,566	01:01:32,299	$Squirt give you a rundown$of proper exiting technique.
1329	01:01:32,337	01:01:35,864	$Good afternoon!$We'll have a great jump today!
1330	01:01:35,907	01:01:39,604	$OK, crank a hard cutback$as you hit the wall.
1331	01:01:39,644	01:01:42,579	$There's a screaming bottom turn,$so watch out!
1332	01:01:42,614	01:01:45,879	$Remember...$rip it, roll it, and punch it!
1333	01:01:45,917	01:01:49,045	$He's trying to speak to me,$I know it!
1334	01:01:49,087	01:01:52,318	$You're really cute, but I don't$know what you're saying!
1335	01:01:52,357	01:01:53,619	$Say the first thing again.
1336	01:01:53,658	01:01:56,183	$OK, Jellyman! Go, go, go!
1337	01:02:01,433	01:02:04,960	$- Whoa!$- Wahoo!
1338	01:02:05,003	01:02:07,062	$- Whoa!$- Whoa!
1339	01:02:09,107	01:02:10,506	$Whoo!
1340	01:02:10,542	01:02:13,136	$That was... fun!
1341	01:02:13,178	01:02:15,442	$I actually enjoyed that.
1342	01:02:15,480	01:02:17,107	$Hey, look, turtles!
1343	01:02:17,149	01:02:20,084	$Ha ha!$Most excellent!
1344	01:02:20,118	01:02:21,881	$Now turn your$fishy tails around...
1345	01:02:21,920	01:02:25,117	$and swim straight on$through to Sydney!
1346	01:02:25,157	01:02:27,318	$No worries, man!
1347	01:02:27,359	01:02:29,418	$No worries!$Thank you, dude Crush!
1348	01:02:29,461	01:02:32,021	$- Bye!$- Bye, Jellyman!
1349	01:02:32,063	01:02:34,361	$You tell your little dude$I said hi, OK?
1350	01:02:34,399	01:02:35,559	$See ya later, dudes!
1351	01:02:35,600	01:02:37,329	$<i>Bye, everyone!</i>
1352	01:02:37,369	01:02:39,701	$Nemo would have loved this.
1353	01:02:39,738	01:02:43,071	$Ooh! Hey! Crush, I forgot!
1354	01:02:43,108	01:02:44,666	$How old are you?
1355	01:02:44,709	01:02:48,907	$<i>150, dude!</i>$<i>And still young! Rock on!</i>
1356	01:02:48,947	01:02:52,974	$150! 150!$I gotta remember that.
1357	01:02:53,018	01:02:54,212	$Whoa.
1358	01:02:59,024	01:03:01,652	$- We going in there?$- Yep.
1359	01:03:01,693	01:03:03,752	$P. Sherman,$42 Wallaby Way, Sydney?
1360	01:03:03,795	01:03:09,427	$Yep. We're gonna$just swim straight.
1361	01:03:09,468	01:03:12,232	$<i>Just keep swimming,</i>$<i>just keep swimming</i>
1362	01:03:12,270	01:03:13,430	$Dory...
1363	01:03:22,214	01:03:24,842	$Boy, this is taking awhile.
1364	01:03:24,883	01:03:26,578	$How about we play a game?
1365	01:03:26,618	01:03:27,880	$OK.
1366	01:03:27,919	01:03:30,979	$OK, I'm thinking$of something orange...
1367	01:03:31,022	01:03:32,512	$and it's small...
1368	01:03:32,557	01:03:34,855	$- It's me.$- Right!
1369	01:03:34,893	01:03:38,454	$It's orange and small...
1370	01:03:38,497	01:03:39,794	$It's me.
1371	01:03:39,831	01:03:41,731	$All righty,$Mr. Smartypants.
1372	01:03:41,766	01:03:42,634	$And it's orange and small$and white stripes...
1373	01:03:42,634	01:03:44,932	$And it's orange and small$and white stripes...
1374	01:03:44,970	01:03:47,200	$Me. And the next one,$just a guess, me.
1375	01:03:47,239	01:03:49,764	$- That's just scary.$- Wait, wait, wait.
1376	01:03:49,808	01:03:51,639	$I have definitely seen$this floating speck before.
1377	01:03:51,676	01:03:53,200	$That means$we've passed it before...
1378	01:03:53,245	01:03:54,610	$and that means$we're going in circles...
1379	01:03:54,646	01:03:56,204	$and that means$we're not going straight!
1380	01:03:56,314	01:03:58,407	$- Hey, hey!$- Get to the surface.
1381	01:03:58,450	01:04:00,042	$We'll figure it out$up there. Let's go!
1382	01:04:00,085	01:04:02,280	$- Hey! Relax.$- What?
1383	01:04:02,320	01:04:04,914	$Take a deep breath.
1384	01:04:06,858	01:04:07,359	$Now, let's ask somebody$for directions.
1385	01:04:07,359	01:04:09,156	$Now, let's ask somebody$for directions.
1386	01:04:09,194	01:04:11,219	$Fine. Who do you$want to ask, the speck?
1387	01:04:11,263	01:04:13,629	$- There's nobody here!$- There has to be someone.
1388	01:04:13,665	01:04:16,532	$It's the ocean, silly.$We're not the only two in here.
1389	01:04:16,568	01:04:18,900	$Let's see.$OK, no one there.
1390	01:04:18,937	01:04:23,397	$Nope. Nada.
1391	01:04:24,809	01:04:26,606	$There's somebody.$Hey! Excuse...
1392	01:04:26,645	01:04:28,476	$Dory, Dory, Dory!$Now it's my turn.
1393	01:04:28,513	01:04:30,105	$I'm thinking of something$dark and mysterious.
1394	01:04:30,148	01:04:32,514	$It's a fish we don't know.$If we ask it directions...
1395	01:04:32,551	01:04:34,576	$it could ingest us$and spit out our bones!
1396	01:04:34,619	01:04:37,087	$What is it with men$and asking for directions?
1397	01:04:37,122	01:04:38,919	$I don't want to play$the gender card right now.
1398	01:04:38,957	01:04:40,891	$Let's play$the "Let's Not Die" card.
1399	01:04:40,926	01:04:42,826	$- You want to get out of here?$- Of course I do.
1400	01:04:42,861	01:04:46,126	$How are we gonna do that$unless we give it a shot?
1401	01:04:46,164	01:04:48,155	$Dory, you don't$fully understand...
1402	01:04:48,199	01:04:50,190	$Come on. Trust me on this.
1403	01:04:58,276	01:05:02,113	$All right.
1404	01:05:02,113	01:05:05,378	$Excuse me! Whoo-hoo!$Little fella?
1405	01:05:05,417	01:05:08,253	$Hello!$Don't be rude. Say hi.
1406	01:05:08,253	01:05:09,345	$Hello!$Don't be rude. Say hi.
1407	01:05:09,387	01:05:11,412	$Ha. Hello.
1408	01:05:11,456	01:05:12,980	$- His son Bingo...$- Nemo.
1409	01:05:13,024	01:05:16,050	$- Nemo was taken to...$- Sydney.
1410	01:05:16,094	01:05:19,291	$Sydney! And it's$really, really important...
1411	01:05:19,331	01:05:21,265	$that we get there$as fast as we can...
1412	01:05:21,299	01:05:23,392	$so can you help us out?
1413	01:05:23,435	01:05:26,962	$Come on, little fella.$Come on.
1414	01:05:27,005	01:05:30,236	$Dory, I'm a little fella.
1415	01:05:30,275	01:05:33,778	$I don't think$that's a little fella.
1416	01:05:33,778	01:05:37,680	$<i>Oh! Big fella.</i>$<i>Whale. OK.</i>
1417	01:05:37,716	01:05:40,184	$Maybe he only speaks whale.
1418	01:05:40,218	01:05:43,449	$Mooo! Weee neeed...
1419	01:05:43,488	01:05:47,584	$- Dory?$- Tooo fiind his son.
1420	01:05:47,626	01:05:50,288	$What are you doing?$Are you sure you speak whale?
1421	01:05:50,328	01:05:51,596	$Can youuuu give us$diiirectionsss?
1422	01:05:51,596	01:05:53,723	$Can youuuu give us$diiirectionsss?
1423	01:05:53,765	01:05:56,097	$Dory! Heaven knows$what you're saying!
1424	01:05:56,134	01:05:59,729	$- See, he's swimming away.$- Cooome baaack.
1425	01:05:59,771	01:06:02,035	$He's not coming back.$You offended him.
1426	01:06:02,073	01:06:03,267	$- Maybe a different dialect.
1427	01:06:03,308	01:06:06,505	$- Moooohhhmmooo...$- Dory!
1428	01:06:06,544	01:06:09,809	$This is not whale.$You're speaking upset stomach.
1429	01:06:09,848	01:06:10,148	$- Maybe I should try humpback.$- Don't.
1430	01:06:10,148	01:06:12,048	$- Maybe I should try humpback.$- Don't.
1431	01:06:12,083	01:06:13,550	$Wooooooo...
1432	01:06:13,585	01:06:16,554	$- You actually sound sick.$- Maybe louder?
1433	01:06:16,588	01:06:18,055	$- Rah! Rah!$- Don't do that!
1434	01:06:18,089	01:06:19,818	$Too much orca.$Didn't it sound orca-ish?
1435	01:06:19,858	01:06:21,189	$It doesn't sound orca.
1436	01:06:21,226	01:06:23,023	$It sounds like nothing$I've ever heard.
1437	01:06:23,061	01:06:25,552	$- Oooooo!$- Ohh!
1438	01:06:25,597	01:06:26,164	$It's just as well.$He might be hungry.
1439	01:06:26,164	01:06:27,529	$It's just as well.$He might be hungry.
1440	01:06:27,565	01:06:30,557	$Whales don't eat clownfish.$They eat krill.
1441	01:06:30,602	01:06:34,129	$- Swim away!$- Oh, look, krill!
1442	01:06:35,540	01:06:38,510	$Move, Dory, move!
1443	01:06:38,510	01:06:39,067	$Move, Dory, move!
1444	01:06:39,110	01:06:41,169	$- Aah!$- Aah!
1445	01:06:45,116	01:06:47,880	$Look at that.$Would you look at that?
1446	01:06:47,919	01:06:51,878	$Filthy. Absolutely filthy.
1447	01:06:51,923	01:06:54,915	$All thanks to you, kid.$You made it possible.
1448	01:06:54,959	01:06:56,984	$Jacques,$I said no cleaning.
1449	01:06:57,095	01:06:58,858	$I am ashamed.
1450	01:06:58,897	01:07:01,365	$Look! Scum angel!
1451	01:07:03,601	01:07:05,535	$Ooh! Aaah!
1452	01:07:05,570	01:07:07,504	$Bubbles!$I love the bubbles!
1453	01:07:09,574	01:07:13,203	$Flo? Has anybody seen Flo?
1454	01:07:13,244	01:07:15,872	$9:00 and cue dentist.
1455	01:07:15,914	01:07:18,178	$Hello, Barbara.$Sorry I'm late.
1456	01:07:18,216	01:07:20,912	$OK, here we go.$Here we go, OK.
1457	01:07:20,952	01:07:22,681	$Little Davey Reynolds...
1458	01:07:22,721	01:07:24,313	$<i>Walks to the counter,</i>$<i>drops the keys...</i>
1459	01:07:24,355	01:07:26,448	$Bloat, that's disgusting!
1460	01:07:26,491	01:07:28,516	$Tastes pretty good to me.
1461	01:07:28,560	01:07:30,323	$- Urrrp!$- Eww!
1462	01:07:30,361	01:07:33,228	$Don't you people realize$we are swimming in our own...
1463	01:07:33,264	01:07:34,356	$Shh! Here he comes!
1464	01:07:34,399	01:07:36,367	$Aah!
1465	01:07:36,401	01:07:39,700	$Crikey. What a state.
1466	01:07:41,172	01:07:45,302	$Ohh. Barbara, what's my earliest$appointment tomorrow?
1467	01:07:45,343	01:07:48,278	$- 10:00, luv.$- Leave it open, would you?
1468	01:07:48,313	01:07:50,645	$<i>I've gotta clean the fish tank</i>$<i>before Darla gets here.</i>
1469	01:07:50,682	01:07:52,775	$Did you hear that, Sharkbait?
1470	01:07:52,817	01:07:56,514	$<i>Yay!</i>$<i>He's gonna clean the tank!</i>
1471	01:07:56,554	01:07:58,317	$We're gonna be clean!
1472	01:07:58,356	01:08:00,017	$You ready to see your dad, kid?
1473	01:08:00,058	01:08:01,992	$- Uh-huh.$- Of course you are.
1474	01:08:02,026	01:08:04,654	$I wouldn't be surprised$if he's out there...
1475	01:08:04,696	01:08:05,263	$in the harbor$waiting for you right now.
1476	01:08:05,263	01:08:07,925	$in the harbor$waiting for you right now.
1477	01:08:07,966	01:08:10,332	$Yeah.
1478	01:09:10,388	01:09:13,516	$Aaah!
1479	01:09:13,558	01:09:16,391	$Oof!
1480	01:09:21,566	01:09:23,056	$Whoo!
1481	01:09:23,100	01:09:25,295	$Yaahhh!
1482	01:09:25,336	01:09:27,065	$Here comes the big one.
1483	01:09:27,104	01:09:29,629	$Ooh! Come on!$You gotta try this!
1484	01:09:29,674	01:09:32,939	$- Will you just stop it?$- Why? What's wrong?
1485	01:09:32,977	01:09:35,275	$We're in a whale,$don't you get it?
1486	01:09:35,313	01:09:36,473	$- Whale?$- A whale!
1487	01:09:36,514	01:09:39,244	$You had to ask for help!$And now we're stuck here!
1488	01:09:39,283	01:09:42,047	$Wow, a whale.$I speak whale.
1489	01:09:42,086	01:09:44,418	$No, you're insane!$You can't speak whale!
1490	01:09:44,455	01:09:47,652	$I have to get out!$I have to find my son!
1491	01:09:47,692	01:09:53,096	$I have to tell him$how old sea turtles are!
1492	01:09:55,466	01:09:58,299	$Ohhh!
1493	01:09:59,704	01:10:02,332	$Whoo-hoo-hoo-hoo!
1494	01:10:04,108	01:10:06,941	$Hey...
1495	01:10:06,978	01:10:09,242	$you OK?
1496	01:10:15,319	01:10:18,311	$There, there.$It's all right.
1497	01:10:18,356	01:10:20,290	$It'll be OK.
1498	01:10:20,324	01:10:22,554	$No. No, it won't.
1499	01:10:22,593	01:10:24,823	$Sure it will. You'll see.
1500	01:10:24,862	01:10:30,994	$No. I promised him I'd never$let anything happen to him.
1501	01:10:31,035	01:10:34,436	$Huh. That's a funny thing$to promise.
1502	01:10:34,472	01:10:35,837	$What?
1503	01:10:35,873	01:10:38,307	$You can't never let$anything happen to him.
1504	01:10:38,342	01:10:40,776	$Then nothing$would ever happen to him.
1505	01:10:43,814	01:10:46,578	$Not much fun for little Harpo.
1506	01:10:55,426	01:10:57,257	$- Hmm.$- What's going on?
1507	01:10:57,295	01:10:59,593	$Don't know. I'll ask him.
1508	01:11:02,133	01:11:08,163	$- Dory...$- Whaaat's goooing onnn?
1509	01:11:14,211	01:11:15,803	$I think he says we've stopped.
1510	01:11:15,846	01:11:19,111	$Of course we've stopped.$Stop trying to speak whale.
1511	01:11:19,150	01:11:21,948	$You'll make things worse.$What is that noise?
1512	01:11:26,057	01:11:28,855	$Oh, no. Look what you did.
1513	01:11:28,893	01:11:33,853	$The water's going down.$It's going down!
1514	01:11:37,568	01:11:39,001	$Really? You sure about that?
1515	01:11:39,036	01:11:41,095	$Look!$Already it's half empty!
1516	01:11:41,138	01:11:42,901	$I'd say it's half full.
1517	01:11:42,940	01:11:44,407	$Stop that! It's half empty!
1518	01:11:47,478	01:11:50,675	$OK, that one$was a little tougher.
1519	01:11:50,715	01:11:53,284	$He either said we should go$to the back of the throat...
1520	01:11:53,284	01:11:53,613	$He either said we should go$to the back of the throat...
1521	01:11:53,651	01:11:55,812	$or he wants a root beer float.
1522	01:11:55,853	01:11:57,480	$Of course he wants us$to go there!
1523	01:11:57,521	01:11:59,455	$That's eating us!
1524	01:11:59,490	01:12:02,459	$How do I taste, Moby?$Do I taste good?
1525	01:12:02,493	01:12:04,757	$Tell him I'm not interested$in being lunch!
1526	01:12:04,795	01:12:07,263	$- OK. Heee...$- Stop talking to him!
1527	01:12:10,568	01:12:13,401	$- Aah!$- Aah!
1528	01:12:13,437	01:12:14,597	$What is going on?
1529	01:12:14,639	01:12:16,937	$I'll check. Whaaat...
1530	01:12:16,974	01:12:19,738	$No more whale!$You can't speak whale!
1531	01:12:19,777	01:12:22,109	$- Yes, I can!$- No, you can't!
1532	01:12:22,146	01:12:25,707	$You think you can do these$things, but you can't, Nemo!
1533	01:12:30,721	01:12:33,554	$- OK.$- Dory! Oof!
1534	01:12:36,127	01:12:39,722	$He says it's time to let go.
1535	01:12:39,764	01:12:41,732	$Everything's gonna be$all right.
1536	01:12:41,766	01:12:43,427	$How do you know?
1537	01:12:43,467	01:12:46,561	$How do you know something bad$isn't gonna happen?
1538	01:12:46,604	01:12:48,504	$I don't!
1539	01:13:00,718	01:13:04,021	$- Aah!$- Aah!
1540	01:13:04,021	01:13:04,919	$- Aah!$- Aah!
1541	01:13:04,955	01:13:06,718	$- Aah!$- Aah!
1542	01:13:09,126	01:13:13,893	$Ha ha ha!$We're alive!
1543	01:13:14,965	01:13:17,832	$Look! Sy-d-ney... Sydney!
1544	01:13:17,868	01:13:20,302	$Sydney! Sydney again!
1545	01:13:22,306	01:13:24,774	$You were right, Dory!$We made it!
1546	01:13:24,809	01:13:27,744	$We're gonna find my son!
1547	01:13:30,314	01:13:30,748	$Thaaank yoouuu, sirrr!
1548	01:13:30,748	01:13:33,808	$Thaaank yoouuu, sirrr!
1549	01:13:33,851	01:13:36,319	$Wow. I wish$I could speak whale.
1550	01:13:36,353	01:13:38,651	$All we gotta do is find$the boat that took him.
1551	01:13:38,689	01:13:41,783	$- Right!$- We can do this!
1552	01:13:55,406	01:13:57,704	$Morning.
1553	01:13:57,742	01:14:01,007	$It's morning, everyone!$Today's the day!
1554	01:14:01,045	01:14:03,206	$The sun is shining,$the tank is clean...
1555	01:14:03,247	01:14:06,307	$and we are getting out...$The tank is clean.
1556	01:14:06,350	01:14:08,910	$The tank is clean!
1557	01:14:08,953	01:14:10,545	$<i>But how?</i>
1558	01:14:10,588	01:14:13,284	$Boss must've installed it$while we were sleeping.
1559	01:14:13,324	01:14:16,782	$- What are we gonna do?$- What's it say, Peach?
1560	01:14:18,162	01:14:19,493	$I can't hear you, Peach.
1561	01:14:19,530	01:14:21,964	$The Aquascum 2003 is$an all-purpose, self-cleaning...
1562	01:14:21,999	01:14:23,967	$maintenance-free,$salt water purifier...
1563	01:14:24,001	01:14:26,993	$that is guaranteed to extend$the life of your aquarium fish.
1564	01:14:27,037	01:14:28,265	$Stop it!
1565	01:14:28,305	01:14:29,795	$The Aquascum$is programmed to scan...
1566	01:14:29,840	01:14:32,138	$your tank environment$every five minutes?!
1567	01:14:32,176	01:14:33,871	$Scan? What does that mean?
1568	01:14:35,513	01:14:37,344	$Aah!
1569	01:14:38,749	01:14:39,150	$<i>Temperature... 82 degrees...</i>
1570	01:14:39,150	01:14:40,310	$<i>Temperature... 82 degrees...</i>
1571	01:14:40,351	01:14:42,012	$<i>PH balance... normal.</i>
1572	01:14:42,052	01:14:44,452	$- Ooh.$- Nice.
1573	01:14:44,488	01:14:49,050	$Ooh... Oh!$Curse you, Aquascum!
1574	01:14:49,093	01:14:51,186	$That's it for the escape plan.$It's ruined.
1575	01:14:51,228	01:14:52,661	$Then what are$we gonna do about...
1576	01:14:52,696	01:14:53,164	$Darla!
1577	01:14:53,164	01:14:54,688	$Darla!
1578	01:14:54,732	01:14:57,326	$Stay down, kid!
1579	01:14:57,368	01:14:59,336	$<i>- False alarm.</i>$<i>- Whew.</i>
1580	01:14:59,370	01:15:01,463	$My nerves can't take$much more of this.
1581	01:15:01,505	01:15:03,735	$<i>What'll we do</i>$<i>when that brat gets here?</i>
1582	01:15:03,774	01:15:06,004	$<i>- I'm thinking.</i>$<i>- Oh! Gill!</i>
1583	01:15:06,043	01:15:09,206	$- Nemo! I'm coming!$- Help me! Help me!
1584	01:15:09,246	01:15:13,148	$Swim down! Come on, kid!
1585	01:15:13,184	01:15:14,674	$- Everybody jump in!$- Swim down!
1586	01:15:14,718	01:15:16,015	$- That's it!$- What the...?
1587	01:15:16,053	01:15:19,318	$- Yay!$- Ha ha! Good work!
1588	01:15:19,356	01:15:20,880	$Gill!
1589	01:15:20,925	01:15:22,517	$- Nemo!$- Sharkbait!
1590	01:15:22,560	01:15:25,961	$- Roll, kid!$- Lean! Lean!
1591	01:15:30,434	01:15:32,868	$Whoops.$That would've been a nasty fall.
1592	01:15:32,903	01:15:35,497	$Gill!$Don't let me go belly-up!
1593	01:15:35,539	01:15:37,837	$Just calm down, Nemo.$You won't go belly-up.
1594	01:15:37,875	01:15:40,275	$I promise.$You're gonna be OK.
1595	01:15:43,247	01:15:45,272	$Darla!
1596	01:15:48,752	01:15:52,483	$Do any of these boats$look familiar to you?
1597	01:15:52,523	01:15:54,423	$No, but the boat$has to be here somewhere.
1598	01:15:54,458	01:15:56,585	$Come on, Dory.$We're gonna find it.
1599	01:15:56,627	01:15:59,357	$I'm totally excited.$Are you excited?
1600	01:15:59,396	01:16:01,159	$Dory, wake up.$Wake up, come on.
1601	01:16:01,198	01:16:03,029	$Duck!
1602	01:16:03,067	01:16:06,468	$That's not a duck.$It's a... pelican!
1603	01:16:06,503	01:16:07,936	$- Whoa!$- Aah!
1604	01:16:14,612	01:16:15,772	$- Whoa!$- Aah!
1605	01:16:15,813	01:16:19,078	$No! I didn't come this far$to be breakfast!
1606	01:16:26,590	01:16:29,058	$Hey, Nigel.$Would you look at that?
1607	01:16:29,093	01:16:30,458	$What? What?
1608	01:16:30,494	01:16:33,361	$Sun's barely up and Gerald's$had more than he can handle.
1609	01:16:33,397	01:16:36,025	$Yeah. Reckon somebody$ought to help the poor guy.
1610	01:16:36,066	01:16:38,057	$Yeah, right. Yeah.
1611	01:16:38,102	01:16:41,731	$Don't everybody$fly off at once.
1612	01:16:44,842	01:16:47,777	$All right, Gerald.$Fish got your tongue?
1613	01:16:47,811	01:16:50,414	$- Aah!$- Love a duck!
1614	01:16:50,414	01:16:50,778	$- Aah!$- Love a duck!
1615	01:16:50,814	01:16:52,509	$I gotta find my son Nemo!
1616	01:16:52,549	01:16:55,643	$Nemo? He's that fish!
1617	01:16:55,686	01:16:58,246	$The one that's been fighting$the whole ocean!
1618	01:16:58,289	01:17:00,757	$I know where your son... Huh?
1619	01:17:02,393	01:17:04,088	$Wait! Come back! Stop!
1620	01:17:04,128	01:17:06,358	$Dory, keep going!$He's crazy!
1621	01:17:06,397	01:17:08,160	$I got something to tell you!
1622	01:17:12,503	01:17:13,993	$Mine.
1623	01:17:18,075	01:17:21,602	$Don't make any sudden moves.
1624	01:17:21,645	01:17:25,911	$Hop inside my mouth$if you want to live.
1625	01:17:25,950	01:17:29,579	$Hop in your mouth?$How does that make me live?
1626	01:17:29,620	01:17:30,780	$Mine?
1627	01:17:30,821	01:17:31,155	$Because$I can take you to your son.
1628	01:17:31,155	01:17:34,454	$Because$I can take you to your son.
1629	01:17:34,491	01:17:37,153	$- Yeah, right.$- No. I know your son.
