startTime	endTime	dialogue	slice
01:03:03,795	01:03:09,427	 Yep. We're gonna just swim straight.	38
01:03:09,468	01:03:12,232	 Just keep swimming, just keep swimming	38
01:03:12,270	01:03:13,430	 Dory...	38
01:03:22,214	01:03:24,842	 Boy, this is taking awhile.	38
01:03:24,883	01:03:26,578	 How about we play a game?	38
01:03:26,618	01:03:27,880	 OK.	38
01:03:27,919	01:03:30,979	 OK, I'm thinking of something orange...	38
01:03:31,022	01:03:32,512	 and it's small...	38
01:03:32,557	01:03:34,855	 It's me. Right!	38
01:03:34,893	01:03:38,454	 It's orange and small...	38
01:03:38,497	01:03:39,794	 It's me.	39
01:03:39,831	01:03:41,731	 All righty, Mr. Smartypants.	39
01:03:41,766	01:03:42,634	 And it's orange and small and white stripes...	39
01:03:44,970	01:03:47,200	 Me. And the next one, just a guess, me.	39
01:03:47,239	01:03:49,764	 That's just scary. Wait, wait, wait.	39
01:03:49,808	01:03:51,639	 I have definitely seen this floating speck before.	39
01:03:51,676	01:03:53,200	 That means we've passed it before...	39
01:03:53,245	01:03:54,610	 and that means we're going in circles...	39
01:03:54,646	01:03:56,204	 and that means we're not going straight!	39
01:03:56,314	01:03:58,407	 Hey, hey! Get to the surface.	39
01:03:58,450	01:04:00,042	 We'll figure it out up there. Let's go!	39
01:04:00,085	01:04:02,280	 Hey! Relax. What?	39
01:04:02,320	01:04:04,914	 Take a deep breath.	39
01:04:06,858	01:04:07,359	 Now, let's ask somebody for directions.	39
01:04:09,194	01:04:11,219	 Fine. Who do you want to ask, the speck?	39
01:04:11,263	01:04:13,629	 There's nobody here! There has to be someone.	39
01:04:13,665	01:04:16,532	 It's the ocean, silly. We're not the only two in here.	39
01:04:16,568	01:04:18,900	 Let's see. OK, no one there.	39
01:04:18,937	01:04:23,397	 Nope. Nada.	39
01:04:24,809	01:04:26,606	 There's somebody. Hey! Excuse...	39
01:04:26,645	01:04:28,476	 Dory, Dory, Dory! Now it's my turn.	39
01:04:28,513	01:04:30,105	 I'm thinking of something dark and mysterious.	39
01:04:30,148	01:04:32,514	 It's a fish we dont know. If we ask it directions...	39
01:04:32,551	01:04:34,576	 it could ingest us and spit out our bones!	39
01:04:34,619	01:04:37,087	 What is it with men and asking for directions?	39
01:04:37,122	01:04:38,919	 I dont want to play the gender card right now.	39
01:04:38,957	01:04:40,891	" Let's play the ""Let's Not Die"" card."	39
01:04:40,926	01:04:42,826	 You want to get out of here? Of course I do.	39
01:04:42,861	01:04:46,126	 How are we gonna do that unless we give it a shot?	39
01:04:46,164	01:04:48,155	 Dory, you dont fully understand...	39
01:04:48,199	01:04:50,190	 Come on. Trust me on this.	39
01:04:58,276	01:05:02,113	 All right.	39
01:05:02,113	01:05:05,378	 Excuse me! Whoo-hoo! Little fella?	39
01:05:05,417	01:05:08,253	 Hello! Don't be rude. Say hi.	39
01:05:09,387	01:05:11,412	 Ha. Hello.	39
01:05:11,456	01:05:12,980	 His son Bingo... Nemo.	39
01:05:13,024	01:05:16,050	 Nemo was taken to... Sydney.	39
01:05:16,094	01:05:19,291	 Sydney! And it's really, really important...	40
01:05:19,331	01:05:21,265	 that we get there as fast as we can...	40
01:05:21,299	01:05:23,392	 so can you help us out?	40
01:05:23,435	01:05:26,962	 Come on, little fella. Come on.	40
01:05:27,005	01:05:30,236	 Dory, I'm a little fella.	40
01:05:30,275	01:05:33,778	 I dont think that's a little fella.	40
01:05:33,778	01:05:37,680	 Oh! Big fella. Whale. OK.	40
01:05:37,716	01:05:40,184	 Maybe he only speaks whale.	40
01:05:40,218	01:05:43,449	 Mooo! Weee neeed...	40
01:05:43,488	01:05:47,584	 Dory? Tooo fiind his son.	40
01:05:47,626	01:05:50,288	 What are you doing? Are you sure you speak whale?	40
01:05:50,328	01:05:51,596	 Can youuuu give us diiirectionsss?	40
01:05:53,765	01:05:56,097	 Dory! Heaven knows what you're saying!	40
01:05:56,134	01:05:59,729	 See, he's swimming away. Cooome baaack.	40
01:05:59,771	01:06:02,035	 He's not coming back. You offended him.	40
01:06:02,073	01:06:03,267	 Maybe a different dialect.	40
01:06:03,308	01:06:06,505	 Moooohhhmmooo... Dory!	40
01:06:06,544	01:06:09,809	 This is not whale. You're speaking upset stomach.	40
01:06:09,848	01:06:10,148	 Maybe I should try humpback. Don't.	40
01:06:12,083	01:06:13,550	 Wooooooo...	40
01:06:13,585	01:06:16,554	 You actually sound sick. Maybe louder?	40
01:06:16,588	01:06:18,055	 Rah! Rah! Don't do that!	40
01:06:18,089	01:06:19,818	 Too much orca. Didn't it sound orca-ish?	40
01:06:19,858	01:06:21,189	 It doesnt sound orca.	40
01:06:21,226	01:06:23,023	 It sounds like nothing I've ever heard.	40
01:06:23,061	01:06:25,552	 Oooooo! Ohh!	40
01:06:25,597	01:06:26,164	 It's just as well. He might be hungry.	40
01:06:27,565	01:06:30,557	 Whales dont eat clownfish. They eat krill.	40
01:06:30,602	01:06:34,129	 Swim away! Oh, look, krill!	40
01:06:35,540	01:06:38,510	 Move, Dory, move!	40
01:06:39,110	01:06:41,169	 Aah! Aah!	40
01:06:45,116	01:06:47,880	 Look at that. Would you look at that?	40
01:06:47,919	01:06:51,878	 Filthy. Absolutely filthy.	40
01:06:51,923	01:06:54,915	 All thanks to you, kid. You made it possible.	40
01:06:54,959	01:06:56,984	 Jacques, I said no cleaning.	41
01:06:57,095	01:06:58,858	 I am ashamed.	41
01:06:58,897	01:07:01,365	 Look! Scum angel!	41
01:07:03,601	01:07:05,535	 Ooh! Aaah!	41
01:07:05,570	01:07:07,504	 Bubbles! I love the bubbles!	41
01:07:09,574	01:07:13,203	 Flo? Has anybody seen Flo?	41
01:07:13,244	01:07:15,872	 9:00 and cue dentist.	41
01:07:15,914	01:07:18,178	 Hello, Barbara. Sorry I'm late.	41
01:07:18,216	01:07:20,912	 OK, here we go. Here we go, OK.	41
01:07:20,952	01:07:22,681	 Little Davey Reynolds...	41
01:07:22,721	01:07:24,313	 Walks to the counter, drops the keys...	41
01:07:24,355	01:07:26,448	 Bloat, that's disgusting!	41
01:07:26,491	01:07:28,516	 Tastes pretty good to me.	41
01:07:28,560	01:07:30,323	 Urrrp! Eww!	41
01:07:30,361	01:07:33,228	 Don't you people realize we are swimming in our own...	41
01:07:33,264	01:07:34,356	 Shh! Here he comes!	41
01:07:34,399	01:07:36,367	 Aah!	41
01:07:36,401	01:07:39,700	 Crikey. What a state.	41
01:07:41,172	01:07:45,302	 Ohh. Barbara, what's my earliest appointment tomorrow?	41
01:07:45,343	01:07:48,278	 10:00, luv. Leave it open, would you?	41
01:07:48,313	01:07:50,645	 I've gotta clean the fish tank before Darla gets here.	41
01:07:50,682	01:07:52,775	 Did you hear that, Sharkbait?	41
01:07:52,817	01:07:56,514	 Yay! He's gonna clean the tank!	41
01:07:56,554	01:07:58,317	 We're gonna be clean!	41
01:07:58,356	01:08:00,017	 You ready to see your dad, kid?	41
01:08:00,058	01:08:01,992	 Uh-huh. Of course you are.	41
01:08:02,026	01:08:04,654	 I wouldnt be surprised if he's out there...	41
01:08:04,696	01:08:05,263	 in the harbor waiting for you right now.	41
01:08:07,966	01:08:10,332	 Yeah.	41
01:09:10,388	01:09:13,516	 Aaah!	42
01:09:13,558	01:09:16,391	 Oof!	42
01:09:21,566	01:09:23,056	 Whoo!	42
01:09:23,100	01:09:25,295	 Yaahhh!	42
01:09:25,336	01:09:27,065	 Here comes the big one.	42
01:09:27,104	01:09:29,629	 Ooh! Come on! You gotta try this!	42
01:09:29,674	01:09:32,939	 Will you just stop it? Why? What's wrong?	42
01:09:32,977	01:09:35,275	 We're in a whale, dont you get it?	42
01:09:35,313	01:09:36,473	 Whale? A whale!	42
01:09:36,514	01:09:39,244	 You had to ask for help! And now we're stuck here!	42
01:09:39,283	01:09:42,047	 Wow, a whale. I speak whale.	42
01:09:42,086	01:09:44,418	 No, you're insane! You cant speak whale!	42
01:09:44,455	01:09:47,652	 I have to get out! I have to find my son!	42
01:09:47,692	01:09:53,096	 I have to tell him how old sea turtles are!	42
01:09:55,466	01:09:58,299	 Ohhh!	42
01:09:59,704	01:10:02,332	 Whoo-hoo-hoo-hoo!	42
01:10:04,108	01:10:06,941	 Hey...	42
01:10:06,978	01:10:09,242	 you OK?	42
01:10:15,319	01:10:18,311	 There, there. It's all right.	43
01:10:18,356	01:10:20,290	 It'll be OK.	43
01:10:20,324	01:10:22,554	 No. No, it wont.	43
01:10:22,593	01:10:24,823	 Sure it will. You'll see.	43
01:10:24,862	01:10:30,994	 No. I promised him I'd never let anything happen to him.	43
01:10:31,035	01:10:34,436	 Huh. That's a funny thing to promise.	43
01:10:34,472	01:10:35,837	 What?	43
01:10:35,873	01:10:38,307	 You cant never let anything happen to him.	43
01:10:38,342	01:10:40,776	 Then nothing would ever happen to him.	43
01:10:43,814	01:10:46,578	 Not much fun for little Harpo.	43
01:10:55,426	01:10:57,257	 Hmm. What's going on?	43
01:10:57,295	01:10:59,593	 Don't know. I'll ask him.	43
01:11:02,133	01:11:08,163	 Dory... Whaaat's goooing onnn?	43
01:11:14,211	01:11:15,803	 I think he says we've stopped.	43
01:11:15,846	01:11:19,111	 Of course we've stopped. Stop trying to speak whale.	43
01:11:19,150	01:11:21,948	 You'll make things worse. What is that noise?	43
01:11:26,057	01:11:28,855	 Oh, no. Look what you did.	43
01:11:28,893	01:11:33,853	 The water's going down. It's going down!	43
01:11:37,568	01:11:39,001	 Really? You sure about that?	43
01:11:39,036	01:11:41,095	 Look! Already it's half empty!	43
01:11:41,138	01:11:42,901	 I'd say it's half full.	43
01:11:42,940	01:11:44,407	 Stop that! It's half empty!	43
01:11:47,478	01:11:50,675	 OK, that one was a little tougher.	44
01:11:50,715	01:11:53,284	 He either said we should go to the back of the throat...	44
01:11:53,651	01:11:55,812	 or he wants a root beer float.	44
01:11:55,853	01:11:57,480	 Of course he wants us to go there!	44
01:11:57,521	01:11:59,455	 That's eating us!	44
01:11:59,490	01:12:02,459	 How do I taste, Moby? Do I taste good?	44
01:12:02,493	01:12:04,757	 Tell him I'm not interested in being lunch!	44
01:12:04,795	01:12:07,263	 OK. Heee... Stop talking to him!	44
01:12:10,568	01:12:13,401	 Aah! Aah!	44
01:12:13,437	01:12:14,597	 What is going on?	44
01:12:14,639	01:12:16,937	 I'll check. Whaaat...	44
01:12:16,974	01:12:19,738	 No more whale! You cant speak whale!	44
01:12:19,777	01:12:22,109	 Yes, I can! No, you cant!	44
01:12:22,146	01:12:25,707	 You think you can do these things, but you cant, Nemo!	44
01:12:30,721	01:12:33,554	 OK. Dory! Oof!	44
01:12:36,127	01:12:39,722	 He says it's time to let go.	44
01:12:39,764	01:12:41,732	 Everything's gonna be all right.	44
01:12:41,766	01:12:43,427	 How do you know?	44
01:12:43,467	01:12:46,561	 How do you know something bad isn't gonna happen?	44
01:12:46,604	01:12:48,504	 I dont!	44
01:13:00,718	01:13:04,021	 Aah! Aah!	44
01:13:09,126	01:13:13,893	 Ha ha ha! We're alive!	44
01:13:14,965	01:13:17,832	 Look! Sy-d-ney... Sydney!	44
01:13:17,868	01:13:20,302	 Sydney! Sydney again!	44
01:13:22,306	01:13:24,774	 You were right, Dory! We made it!	44
01:13:24,809	01:13:27,744	 We're gonna find my son!	45
01:13:30,314	01:13:30,748	 Thaaank yoouuu, sirrr!	45
01:13:33,851	01:13:36,319	 Wow. I wish I could speak whale.	45
01:13:36,353	01:13:38,651	 All we gotta do is find the boat that took him.	45
01:13:38,689	01:13:41,783	 Right! We can do this!	45
01:13:55,406	01:13:57,704	 Morning.	45
01:13:57,742	01:14:01,007	 It's morning, everyone! Today's the day!	45
01:14:01,045	01:14:03,206	 The sun is shining, the tank is clean...	45
01:14:03,247	01:14:06,307	 and we are getting out... The tank is clean.	45
01:14:06,350	01:14:08,910	 The tank is clean!	45
01:14:08,953	01:14:10,545	 But how?	45
01:14:10,588	01:14:13,284	 Boss must've installed it while we were sleeping.	45
01:14:13,324	01:14:16,782	 What are we gonna do? What's it say, Peach?	45
01:14:18,162	01:14:19,493	 I cant hear you, Peach.	45
01:14:19,530	01:14:21,964	 The Aquascum 2003 is an all-purpose, self-cleaning...	45
01:14:21,999	01:14:23,967	 maintenance-free, salt water purifier...	45
01:14:24,001	01:14:26,993	 that is guaranteed to extend the life of your aquarium fish.	45
01:14:27,037	01:14:28,265	 Stop it!	45
01:14:28,305	01:14:29,795	 The Aquascum is programmed to scan...	45
01:14:29,840	01:14:32,138	 your tank environment every five minutes?!	45
01:14:32,176	01:14:33,871	 Scan? What does that mean?	45
01:14:35,513	01:14:37,344	 Aah!	45
01:14:38,749	01:14:39,150	 Temperature... 82 degrees...	45
01:14:40,351	01:14:42,012	 PH balance... normal.	45
01:14:42,052	01:14:44,452	 Ooh. Nice.	45
01:14:44,488	01:14:49,050	 Ooh... Oh! Curse you, Aquascum!	45
01:14:49,093	01:14:51,186	 That's it for the escape plan. It's ruined.	45
01:14:51,228	01:14:52,661	 Then what are we gonna do about...	45
01:14:52,696	01:14:53,164	 Darla!	45
01:14:54,732	01:14:57,326	 Stay down, kid!	45
01:14:57,368	01:14:59,336	 False alarm. Whew.	45
01:14:59,370	01:15:01,463	 My nerves cant take much more of this.	45
01:15:01,505	01:15:03,735	 What'll we do when that brat gets here?	46
01:15:03,774	01:15:06,004	 I'm thinking. Oh! Gill!	46
01:15:06,043	01:15:09,206	 Nemo! I'm coming! Help me! Help me!	46
01:15:09,246	01:15:13,148	 Swim down! Come on, kid!	46
01:15:13,184	01:15:14,674	 Everybody jump in! Swim down!	46
01:15:14,718	01:15:16,015	 That's it! What the...?	46
01:15:16,053	01:15:19,318	 Yay! Ha ha! Good work!	46
01:15:19,356	01:15:20,880	 Gill!	46
01:15:20,925	01:15:22,517	 Nemo! Sharkbait!	46
01:15:22,560	01:15:25,961	 Roll, kid! Lean! Lean!	46
01:15:30,434	01:15:32,868	 Whoops. That would've been a nasty fall.	46
01:15:32,903	01:15:35,497	 Gill! Don't let me go belly-up!	46
01:15:35,539	01:15:37,837	 Just calm down, Nemo. You wont go belly-up.	46
01:15:37,875	01:15:40,275	 I promise. You're gonna be OK.	46
01:15:43,247	01:15:45,272	 Darla!	46
01:15:48,752	01:15:52,483	 Do any of these boats look familiar to you?	46
01:15:52,523	01:15:54,423	 No, but the boat has to be here somewhere.	46
01:15:54,458	01:15:56,585	 Come on, Dory. We're gonna find it.	46
01:15:56,627	01:15:59,357	 I'm totally excited. Are you excited?	46
01:15:59,396	01:16:01,159	 Dory, wake up. Wake up, come on.	46
01:16:01,198	01:16:03,029	 Duck!	46
01:16:03,067	01:16:06,468	 That's not a duck. It's a... pelican!	46
01:16:06,503	01:16:07,936	 Whoa! Aah!	46
01:16:15,813	01:16:19,078	 No! I didnt come this far to be breakfast!	46
01:16:26,590	01:16:29,058	 Hey, Nigel. Would you look at that?	46
01:16:29,093	01:16:30,458	 What? What?	46
01:16:30,494	01:16:33,361	 Sun's barely up and Gerald's had more than he can handle.	46
01:16:33,397	01:16:36,025	 Yeah. Reckon somebody ought to help the poor guy.	46
01:16:36,066	01:16:38,057	 Yeah, right. Yeah.	46
01:16:38,102	01:16:41,731	 Don't everybody fly off at once.	46
01:16:44,842	01:16:47,777	 All right, Gerald. Fish got your tongue?	47
01:16:47,811	01:16:50,414	 Aah! Love a duck!	47
01:16:50,814	01:16:52,509	 I gotta find my son Nemo!	47
01:16:52,549	01:16:55,643	 Nemo? He's that fish!	47
01:16:55,686	01:16:58,246	 The one that's been fighting the whole ocean!	47
01:16:58,289	01:17:00,757	 I know where your son... Huh?	47
01:17:02,393	01:17:04,088	 Wait! Come back! Stop!	47
01:17:04,128	01:17:06,358	 Dory, keep going! He's crazy!	47
01:17:06,397	01:17:08,160	 I got something to tell you!	47
01:17:12,503	01:17:13,993	 Mine.	47
01:17:18,075	01:17:21,602	 Don't make any sudden moves.	47
01:17:21,645	01:17:25,911	 Hop inside my mouth if you want to live.	47
01:17:25,950	01:17:29,579	 Hop in your mouth? How does that make me live?	47
01:17:29,620	01:17:30,780	 Mine?	47
01:17:30,821	01:17:31,155	 Because I can take you to your son.	47
01:17:34,491	01:17:37,153	 Yeah, right. No. I know your son.	47
01:17:37,194	01:17:39,890	 He's orange with a gimpy fin on one side.	47
01:17:39,930	01:17:41,090	 That's Nemo! Aah!	47
01:17:41,131	01:17:43,793	 Mine! Mine! Mine! Mine!	47
01:17:43,834	01:17:45,301	 Aah!	47
01:17:45,336	01:17:47,827	 Fasten your seat belts!	47
01:17:48,973	01:17:51,100	 Mine! Mine! Mine! Mine! Mine!	47
01:17:51,175	01:17:53,200	 Mine! Mine! Mine! Mine!	47
01:17:53,243	01:17:55,370	 Whoo! Whoo-hoo!	47
01:17:55,412	01:17:59,007	 Ha ha ha ha!	47
01:18:00,451	01:18:02,146	 Aah!	47
01:18:09,526	01:18:11,721	 Everybody hold on!	47
01:18:11,762	01:18:13,525	 Aah! Aah!	47
01:18:15,099	01:18:17,590	 Mine! Mine! Mine! Mine! Mine!	47
01:18:23,707	01:18:26,335	 Too loud! Too loud for me!	48
01:18:26,377	01:18:28,607	 Twinkle, twinkle, little star	48
01:18:28,645	01:18:31,512	 Find a happy place! Find a happy place!	48
01:18:31,548	01:18:34,073	 Darla, your uncle will see you now.	48
01:18:36,120	01:18:38,645	 All right, let's see those pearly whites.	48
01:18:38,689	01:18:42,989	 Raah! I'm a piranha. They're in the Amazon.	48
01:18:43,027	01:18:46,463	 And a piranha's a fish, just like your present.	48
01:18:47,831	01:18:49,594	 I get fishy, fishy	48
01:18:49,633	01:18:52,727	 Oh, no. Poor little guy.	48
01:18:52,770	01:18:54,601	 He's dead. Sharkbait!	48
01:18:54,638	01:18:55,832	 Yay! Fishy, fishy, fishy!	48
01:18:55,873	01:18:57,465	 Must've left your present in the car, sweetie.	48
01:18:57,508	01:18:59,806	 Ohh! I'll go and get it.	48
01:18:59,843	01:19:01,572	 He's still alive! He's not dead!	48
01:19:01,612	01:19:03,637	 What's happening? Why is he playing dead?	48
01:19:03,680	01:19:05,545	 He's gonna get flushed down the toilet.	48
01:19:05,582	01:19:07,982	 He's gonna get out of here! He's gonna get flushed!	48
01:19:08,018	01:19:09,781	 What a smart little guy!	48
01:19:09,820	01:19:11,378	 Oh, no! Not the trash can!	48
01:19:11,422	01:19:12,719	 Nemo! No!	48
01:19:12,756	01:19:16,157	 Hey! I found his dad! Where's Nemo?	48
01:19:16,193	01:19:17,558	 Dentist! He's over there!	48
01:19:17,594	01:19:20,995	 What's a dentist? Nigel, get in there!	48
01:19:21,031	01:19:24,990	 I cant go in there! Yes, you can! Charge!	48
01:19:26,470	01:19:27,994	 Aah! What the...?	48
01:19:29,273	01:19:31,867	 Darla, sweetie, look out!	48
01:19:35,279	01:19:37,440	 Aah! Hold still!	48
01:19:37,481	01:19:39,415	 Aah! Easy! Easy!	48
01:19:40,717	01:19:41,945	 Aah! Hold still!	48
01:19:41,985	01:19:45,148	 Nobody's going to hurt you! Oof!	48
01:19:51,228	01:19:53,628	 Nemo.	48
01:19:53,664	01:19:54,926	 Oh, my goodness.	48
01:19:54,965	01:19:56,865	 Gotcha! Keep down!	49
01:19:56,900	01:19:58,162	 Nemo!	49
01:19:58,202	01:19:59,931	 Daddy?	49
01:19:59,970	01:20:03,804	 Out with you! And stay out!	49
01:20:03,841	01:20:05,172	 Daddy?	49
01:20:05,209	01:20:06,608	 Fishy?	49
01:20:06,643	01:20:09,771	 Fishy! Wake up!	49
01:20:09,813	01:20:10,973	 Oh, no!	49
01:20:11,014	01:20:13,539	 To the top of Mount Wannahockaloogie!	49
01:20:13,584	01:20:15,984	 Why are you sleeping?	49
01:20:16,019	01:20:18,453	 Hurry! Bloat!	49
01:20:21,525	01:20:23,618	 Ring of Fire!	49
01:20:24,628	01:20:28,189	 Fishy! Aah!	49
01:20:29,666	01:20:31,725	 Crikey! All the animals have gone mad!	49
01:20:31,768	01:20:33,497	 Unh!	49
01:20:33,537	01:20:36,097	 Aaah! Get it out!	49
01:20:36,140	01:20:38,700	 Smack her in the head! Go, Gill, go!	49
01:20:38,742	01:20:40,733	 Fish in my hair!	49
01:20:40,777	01:20:42,142	 Gill!	49
01:20:42,179	01:20:46,673	 Sharkbait... tell your dad I said hi.	49
01:20:46,717	01:20:48,207	 Unh! Eww!	49
01:20:51,722	01:20:52,984	 Go get 'em!	49
01:20:53,023	01:20:55,389	 Ohh...	49
01:20:57,995	01:20:59,724	 He did it! Yay!	49
01:20:59,763	01:21:02,698	 I'm so happy! Is he gonna be OK, Gill?	49
01:21:02,733	01:21:04,963	 Don't worry. All drains lead to the ocean.	49
01:21:05,002	01:21:06,731	 Fishy!	49
01:21:08,338	01:21:11,603	 Aah!	49
01:21:11,642	01:21:14,236	 Aah! Whoa! Whoa!	49
01:21:14,278	01:21:16,610	 Daddy!	49
01:21:52,416	01:21:55,249	 I'm so sorry.	50
01:21:56,420	01:21:57,888	 Truly, I am.	50
01:22:16,073	01:22:18,268	 Hey. Dory...	50
01:22:18,308	01:22:20,367	 if it wasn't for you...	50
01:22:20,410	01:22:23,208	 I never would've even made it here.	50
01:22:23,247	01:22:25,238	 So, thank you.	50
01:22:27,351	01:22:29,080	 Hey, wait a minute.	50
01:22:29,119	01:22:31,679	 Wait. Where are you going?	50
01:22:31,722	01:22:35,283	 It's over, Dory. We were too late.	50
01:22:35,325	01:22:40,092	 Nemo's gone, and I'm going home now.	50
01:22:40,130	01:22:42,621	 No. No, you cant.	50
01:22:44,468	01:22:46,231	 Stop!	50
01:22:47,838	01:22:49,601	 Please dont go away.	50
01:22:49,640	01:22:51,574	 Please?	50
01:22:51,608	01:22:54,372	 No one's ever stuck with me for so long before.	50
01:22:54,411	01:22:57,972	 And if you leave, I just...	50
01:22:58,015	01:22:59,949	 I remember things better with you.	50
01:22:59,983	01:23:02,975	 I do. Look... P. Sherman, 42...	50
01:23:03,020	01:23:05,955	 42...	50
01:23:05,989	01:23:08,753	 I remember it. I do. It's there.	50
01:23:08,792	01:23:10,885	 I know it is because when I look at you...	50
01:23:10,927	01:23:12,360	 I can feel it.	51
01:23:12,396	01:23:18,198	 I look at you and I... I'm home.	51
01:23:20,037	01:23:21,629	 Please...	51
01:23:21,672	01:23:24,300	 I dont want that to go away.	51
01:23:24,341	01:23:26,707	 I dont want to forget.	51
01:23:28,045	01:23:32,106	 I'm sorry, Dory, but I do.	51
01:23:43,393	01:23:46,658	 Manna from heaven. Sweet nectar of life!	51
01:23:46,697	01:23:48,756	 Hey! Hey! Hey!	51
01:23:48,799	01:23:52,200	 This is our spot! Get outta here!	51
01:23:53,537	01:23:55,630	 Hey! Hey! Hey!	51
01:23:55,739	01:23:57,206	 Yeah, that's it, fella.	51
01:23:57,240	01:23:58,867	 Just keep on swimmin'. You got that.	51
01:23:58,909	01:24:00,934	 Too right, mate!	51
01:24:00,977	01:24:02,274	 Oh! I got a live one here!	51
01:24:02,312	01:24:03,745	 Have you seen my dad?	51
01:24:03,780	01:24:06,010	 Gotcha! Hey! Hey! Come back here!	51
01:24:06,049	01:24:07,539	 You let him go!	51
01:24:07,584	01:24:09,720	 Hey! Hey!	51
01:24:09,720	01:24:14,214	 Dad! Dad!	51
01:24:14,257	01:24:15,884	 Dad!	51
01:24:26,837	01:24:29,237	 Ohh!	51
01:24:29,272	01:24:32,332	 Um, excuse me.	51
01:24:32,376	01:24:33,604	 Are you all right?	51
01:24:33,643	01:24:36,271	 I dont know where I am. I dont know what's going on.	51
01:24:36,313	01:24:39,180	 I think I lost somebody, but I cant remember.	51
01:24:39,216	01:24:43,312	 It's OK. I'm looking for someone, too.	51
01:24:43,353	01:24:45,787	 Hey, we can look together.	51
01:24:45,822	01:24:48,154	 I'm Dory.	51
01:24:48,191	01:24:49,351	 I'm Nemo.	52
01:24:49,393	01:24:52,760	 Nemo? That's a nice name.	52
01:25:01,705	01:25:04,640	 Dad! Dad!	52
01:25:04,674	01:25:06,733	 Wait a minute. Is it your dad or my dad?	52
01:25:06,777	01:25:09,245	 My dad. Got it. Dad!	52
01:25:09,279	01:25:11,543	 Where are we, anyway? Dad! Dad!	52
01:25:11,581	01:25:15,483	 Oh. Syl... Shi... Sydney.	52
01:25:15,519	01:25:19,785	 P. Sherman, 42 Wallaby Way, Sydney.	52
01:25:19,823	01:25:21,586	 Aah! Nemo!	52
01:25:21,625	01:25:23,991	 It's you! Aah! You're Nemo!	52
01:25:24,027	01:25:25,688	 Yes, yes, I'm Nemo!	52
01:25:25,729	01:25:28,323	 You're Nemo! You were dead. I saw you.	52
01:25:28,365	01:25:30,265	 And here you are! I found you.	52
01:25:30,300	01:25:33,030	 You're not dead. And your father... Your father!	52
01:25:33,069	01:25:35,435	 You know my father?! Where is he?	52
01:25:35,472	01:25:38,305	 This way! He went this way. Quick!	52
01:25:38,341	01:25:39,968	 Hey, hey, hey!	52
01:25:40,010	01:25:41,170	 Hey! Hey!	52
01:25:41,211	01:25:42,701	 Have you seen an orange fish swim by?	52
01:25:42,746	01:25:45,112	 It looks just like him! But bigger!	52
01:25:45,148	01:25:46,376	 Yeah, I saw him, bluey.	52
01:25:46,416	01:25:47,883	 But I'm not tellin' you where he went...	52
01:25:47,918	01:25:53,457	 and there's no way you're gonna make me.	52
01:25:53,457	01:25:54,617	 Mine.	52
01:25:54,724	01:25:57,488	 Aah! All right! I'll talk!	52
01:25:57,527	01:26:04,234	 He went to the fishing grounds! Aah!	52
01:26:04,234	01:26:06,099	 Hey, look out!	52
01:26:06,136	01:26:08,627	 I'm sorry. I'm just trying to get home.	52
01:26:09,673	01:26:13,404	 Dad! Dad!	52
01:26:13,443	01:26:14,842	 Nemo?	52
01:26:14,878	01:26:17,346	 Daddy! Nemo?	52
01:26:17,380	01:26:19,149	 Dad! Nemo's alive!	52
01:26:19,416	01:26:21,407	 Dory? Nemo!	52
01:26:21,451	01:26:22,645	 Daddy!	52
01:26:22,686	01:26:24,984	 Nemo! I'm coming, Nemo!	52
01:26:25,021	01:26:28,684	 Dad! Nemo! Thank goodness.	52
01:26:28,725	01:26:31,660	 It's all right, son. It's gonna be OK.	53
01:26:31,695	01:26:34,564	 Turn around! You're going the wrong way!	53
01:26:37,067	01:26:38,432	 Aah! Look out!	53
01:26:38,468	01:26:41,096	 Oh, my...	53
01:26:57,821	01:27:01,382	 Help! He-e-elp!	53
01:27:01,424	01:27:03,016	 Dory! Come on!	53
01:27:03,059	01:27:04,458	 Help! Help!	53
01:27:04,494	01:27:07,224	 Help! Get us out! Aah!	53
01:27:07,264	01:27:09,061	 No, no, no! Dory!	53
01:27:09,099	01:27:12,091	 Dad, I know what to do! Nemo! No!	53
01:27:12,135	01:27:14,865	 We have to tell all the fish to swim down together!	53
01:27:14,905	01:27:17,601	 Get out of there now! I know this will work!	53
01:27:17,641	01:27:19,575	 No, I am not gonna lose you again!	53
01:27:19,609	01:27:23,045	 There's no time! It's the only way to save Dory!	53
01:27:24,347	01:27:25,814	 I can do this.	53
01:27:26,983	01:27:29,110	 You're right.	53
01:27:29,152	01:27:30,983	 I know you can.	53
01:27:31,021	01:27:33,922	 Lucky fin! Now, go! Hurry!	53
01:27:33,957	01:27:36,755	 Tell all the fish to swim down!	53
01:27:36,793	01:27:40,160	 Well? You heard my son! Come on!	53
01:27:41,665	01:27:44,293	 Dory, you have to tell everybody to...	53
01:27:44,334	01:27:45,858	 Swim down together!	53
01:27:45,902	01:27:48,166	 Do you understand what I'm saying to you?	53
01:27:48,204	01:27:50,468	 Swim down!	53
01:27:54,811	01:27:56,039	 Everybody swim down!	53
01:27:56,079	01:27:58,604	 Come on, you have to swim down!	53
01:27:58,648	01:28:01,344	 Down! Swim down!	53
01:28:03,453	01:28:07,082	 Swim down! Swim down!	54
